,rank,added_at,title,artist,isrc,velocity,cm_id,time_on_chart,release_dates,cm artist id,spotify followers-jan 5,spotify followers-dec 6
1079,80,2020-05-17T00:00:00.000Z,Sunday Best by Surfaces,rapidsongs ,TCAEA1802695,,22259898.0,49,"['2019-01-06T00:00:00.000Z', '2018-08-28T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2019-01-06T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-10T00:00:00.000Z', '2020-07-10T00:00:00.000Z', '2020-07-10T00:00:00.000Z', '2020-07-10T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-22T00:00:00.000Z', '2020-07-22T00:00:00.000Z', '2020-07-22T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-03T00:00:00.000Z', '2020-08-05T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-12T00:00:00.000Z', '2020-08-12T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-19T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-02T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-08T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-30T00:00:00.000Z', '2020-09-30T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-14T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-21T00:00:00.000Z', '2020-10-21T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-04T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-04T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-11T00:00:00.000Z', '2020-11-11T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-25T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-25T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-03T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-09T00:00:00.000Z', '2020-12-10T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-12T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-17T00:00:00.000Z', '2020-12-20T00:00:00.000Z', '2020-12-28T00:00:00.000Z', '2020-12-29T00:00:00.000Z', '2020-12-30T00:00:00.000Z', '2020-12-30T00:00:00.000Z']",,,
1080,81,2020-05-17T00:00:00.000Z,Something New (feat. Ty Dolla $ign),Wiz Khalifa,USAT21702964,,16794851.0,62,"['2018-07-13T00:00:00.000Z', '2017-08-11T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",2974.0,8682865.0,9523940.0
1082,83,2020-05-17T00:00:00.000Z,Memories (Drinks Bring Back),AJAY STEVENS 🇯🇲📍,QZHN71981077,,26849242.0,133,['2019-10-12T00:00:00.000Z'],,,
1083,84,2020-05-17T00:00:00.000Z,Run free,Deep Chills,NLYK91700007,,13646389.0,159,['2017-08-18T00:00:00.000Z'],71652.0,33714.0,44563.0
1084,85,2020-05-17T00:00:00.000Z,Oh Nanana - Remix,dj 6rb & Bonde R300,US7VG1770309,,14710643.0,102,['2017-03-22T00:00:00.000Z'],,,
1085,86,2020-05-17T00:00:00.000Z,One Call Away,Charlie Puth,USAT21502703,,15090520.0,133,"['2016-03-18T00:00:00.000Z', '2017-01-23T00:00:00.000Z', '2016-11-11T00:00:00.000Z', '2016-11-11T00:00:00.000Z', '2015-11-05T00:00:00.000Z', '2015-11-05T00:00:00.000Z', '2016-01-29T00:00:00.000Z', '2015-08-21T00:00:00.000Z', '2016-01-29T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",4752.0,8987227.0,11857083.0
1087,88,2020-05-17T00:00:00.000Z,AY AY AY,Q Park,QZK6P1947623,,28268818.0,80,['2020-01-22T00:00:00.000Z'],3530888.0,355.0,14923.0
1090,91,2020-05-17T00:00:00.000Z,Skechers,DripReport,QZFYX2083092,,28242824.0,62,"['2020-01-12T00:00:00.000Z', '2020-01-12T00:00:00.000Z', '2020-06-26T00:00:00.000Z']",3422954.0,1784.0,81873.0
1094,95,2020-05-17T00:00:00.000Z,OUT WEST,JACKBOYS & Travis Scott,USSM11914988,,28009698.0,66,['2019-12-27T00:00:00.000Z'],,,
1095,96,2020-05-17T00:00:00.000Z,Juanfran - Como Llora,Edits 🌸♥️,QM4TW2044943,,28409031.0,99,['2020-02-07T00:00:00.000Z'],,,
1099,100,2020-05-17T00:00:00.000Z,Dance Monkey,วิดีโอจีน,QZES71982312,,22955238.0,90,"['2019-05-10T00:00:00.000Z', '2019-05-10T00:00:00.000Z', '2019-08-08T00:00:00.000Z', '2019-08-29T00:00:00.000Z', '2019-10-17T00:00:00.000Z', '2019-11-01T00:00:00.000Z', '2019-10-17T00:00:00.000Z', '2019-08-30T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2019-12-27T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-02-07T00:00:00.000Z', '2020-03-20T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-07T00:00:00.000Z', '2020-04-13T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-13T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",,,
1100,1,2020-05-24T00:00:00.000Z,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],Conkarah ,QMRSZ1901446,,24879479.0,138,"['2019-08-16T00:00:00.000Z', '2020-05-15T00:00:00.000Z']",,,
1101,2,2020-05-24T00:00:00.000Z,Laxed - Siren Beat,Jawsh 685,NZAM02001128,-0.142857142857143,29203381.0,121,['2020-04-24T00:00:00.000Z'],3654834.0,45.0,58011.0
1103,4,2020-05-24T00:00:00.000Z,Savage,Megan Thee Stallion,QMCE32000097,-0.142857142857143,28677612.0,113,['2020-03-06T00:00:00.000Z'],788785.0,630260.0,2628012.0
1104,5,2020-05-24T00:00:00.000Z,Party Girl,StaySolidRocky,USSM12002247,,29155495.0,86,"['2020-04-21T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-15T00:00:00.000Z']",3647326.0,1723.0,124267.0
1105,6,2020-05-24T00:00:00.000Z,Dream Girl,Ir Sais ,TCADG1788520,,16928605.0,126,"['2017-09-27T00:00:00.000Z', '2019-05-17T00:00:00.000Z']",,,
1107,8,2020-05-24T00:00:00.000Z,Crystal Dolphin (KyleYouMadeThat Remix),Engelwood & KyleYouMadeThat,TCADK1700752,,17918694.0,37,"['2017-12-06T00:00:00.000Z', '2020-07-28T00:00:00.000Z']",,,
1108,9,2020-05-24T00:00:00.000Z,The Sharkboy Beat,Ricky Desktop,QZES92025420,,29602162.0,49,['2020-05-12T00:00:00.000Z'],3667592.0,106.0,41487.0
1109,10,2020-05-24T00:00:00.000Z,nursery,jayne,QM24S1847164,3.42857142857143,22461520.0,85,['2019-01-25T00:00:00.000Z'],54106.0,9740.0,17428.0
1110,11,2020-05-24T00:00:00.000Z,Laxed - Siren Beat,Jawsh 685,NZAM02001128,-0.857142857142857,29203381.0,67,['2020-04-24T00:00:00.000Z'],3654834.0,45.0,58011.0
1112,13,2020-05-24T00:00:00.000Z,Coño (feat. Jhorrmountain x Adje),Puri,NLZ541800787,34.0,20146009.0,190,"['2018-07-06T00:00:00.000Z', '2018-07-06T00:00:00.000Z', '2017-01-01T00:00:00.000Z']",240524.0,12027.0,17836.0
1113,14,2020-05-24T00:00:00.000Z,Savage Love (Laxed - Siren Beat),Jason Derulo,USSM12003798,,29751924.0,75,"['2020-06-11T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-17T00:00:00.000Z']",3502.0,7277902.0,8505472.0
1114,15,2020-05-24T00:00:00.000Z,Let's Do It Again,J Boog,USUYG1009171,-1.14285714285714,15953367.0,65,['2011-09-27T00:00:00.000Z'],3979.0,175385.0,215473.0
1115,16,2020-05-24T00:00:00.000Z,What If (I Told You I Like You),johnny orlando,CAGFE1800001,6.85714285714286,19251938.0,183,"['2018-06-15T00:00:00.000Z', '2018-05-18T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2018-05-18T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-09-08T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-14T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",214276.0,407104.0,541624.0
1117,18,2020-05-24T00:00:00.000Z,Personal,Harvey,GBUM71705474,-1.28571428571429,17799080.0,112,"['2018-01-19T00:00:00.000Z', '2017-11-30T00:00:00.000Z', '2020-02-28T00:00:00.000Z', '2020-04-10T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-15T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-06-12T00:00:00.000Z', '2020-03-13T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-05T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-08T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",,,
1118,19,2020-05-24T00:00:00.000Z,Toosie Slide,Drake,USUG12001281,-1.28571428571429,28904803.0,101,"['2020-04-03T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-01T00:00:00.000Z']",3380.0,43492894.0,51102091.0
1119,20,2020-05-24T00:00:00.000Z,Woah,Krypto9095,QZDA41998629,-1.0,22809467.0,215,"['2019-03-29T00:00:00.000Z', '2019-03-29T00:00:00.000Z']",1458508.0,7820.0,15677.0
1120,21,2020-05-24T00:00:00.000Z,Lose Control,Meduza,DEUM71905792,-0.714285714285714,25866511.0,115,"['2019-10-11T00:00:00.000Z', '2019-09-27T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2019-12-20T00:00:00.000Z', '2019-12-06T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-11-22T00:00:00.000Z', '2020-01-17T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-03-13T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-04-03T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-01T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-12T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-14T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-08-31T00:00:00.000Z', '2020-08-31T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-08T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-21T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-30T00:00:00.000Z', '2020-09-30T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-07T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-21T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-03T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-10T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-29T00:00:00.000Z', '2020-12-30T00:00:00.000Z', '2020-12-30T00:00:00.000Z']",1395408.0,142993.0,344118.0
1121,22,2020-05-24T00:00:00.000Z,2002 (Remix),Jayrous Morales,QZ22B1944940,-0.571428571428571,19411575.0,132,['2018-05-11T00:00:00.000Z'],,,
1122,23,2020-05-24T00:00:00.000Z,Play Date,Melanie Martinez,USAT21502465,-0.857142857142857,15090401.0,95,"['2015-08-14T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-08-28T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",4397.0,5612074.0,8562510.0
1123,24,2020-05-24T00:00:00.000Z,I'm Just a Kid,Simple Plan,USAT20111234,-1.42857142857143,15073090.0,134,"['2018-04-06T00:00:00.000Z', '2002-03-19T00:00:00.000Z', '2002-03-19T00:00:00.000Z', '2002-02-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",1232.0,2314292.0,2680919.0
1125,26,2020-05-24T00:00:00.000Z,LEAD THE RACE (UNDEFEATED),Comethazine,USLD91725423,,28855830.0,61,['2020-03-27T00:00:00.000Z'],113561.0,785367.0,1263387.0
1126,27,2020-05-24T00:00:00.000Z,Sexy,JoeVille,QZFZ22022177,,28804366.0,52,"['2020-02-05T00:00:00.000Z', '2020-08-27T00:00:00.000Z']",3596149.0,46.0,3947.0
1127,28,2020-05-24T00:00:00.000Z,Я дома,danya_milokhin,QM6MZ2054047,1.57142857142857,29186662.0,32,['2020-04-24T00:00:00.000Z'],,,
1128,29,2020-05-24T00:00:00.000Z,Kasih Slow,Nonna 3In1,FRX201906161,-0.714285714285714,26846801.0,105,['2019-11-01T00:00:00.000Z'],1572760.0,477.0,1515.0
1129,30,2020-05-24T00:00:00.000Z,Moto,Diler Kharkiya,INR731900731,4.42857142857143,28227735.0,66,['2020-01-06T00:00:00.000Z'],1638725.0,2619.0,24572.0
1131,32,2020-05-24T00:00:00.000Z,death bed (coffee for your head),Cow & Sheep Lover,USSM12000925,-0.142857142857143,28419993.0,92,"['2020-02-08T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-03T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z']",,,
